candidate,condition,index,error_v,center_pass,five_checks_pass,realization_id,original_attempt_sha256
A75,nominal,2105,0.04798096656073714,False,False,06bf9d95fead07a1758d2203171a658677f9765d8c9a9f1cc1aebbc4be32c2c5,771ad28c33c552b9a56073f3f5d9eaf426dcf732f98e5f9c17676809f6cdae47
A75,nominal,2106,-0.008373126227487093,True,True,fd0779ad9b4fa013c663e457537d7090aa8e24671037a0fdb971f8559d831b41,05af307ca9260006148128df9052856997adf307c45763869cc3af56758ec7e1
A75,nominal,2107,-0.033269753066998586,False,False,e6248461bf87c3f23671417601b15e2ad037a98c377b97a4f23a5d7b06977948,2f5f7d029785ab5232c2cf3297c4c2d60d23e6541eb076114920c566ce3fdcef
A75,nominal,2108,0.10876394654165644,False,False,699a99aaa8ebc8f6ca202876fe07b8e1e4a6d2913f763bbdd70e0f091f753ced,90f76f9885c814de0b210361d0c22bf9433ec47cbfcfae6a7cc5e134aee758cf
A75,nominal,2109,-0.10517763988350143,False,False,ad2c4075d13abf0e06c1efe90f0a9ce862210981732aa61298d61ecee0caa488,6a41f200f4ce92ed14912c56fd2ef57d5a8b6144bb02bf0201f2270bd42618e6
A75,nominal,2110,0.028720587711625223,False,False,1e1d8870b06b66fdc4e1c80e260cd73222d732228ecb72480a8faf6281dc70a0,d34b5d1d1b046c6dd851efe6c8a5673e17f97f80ab632d86d814d631515bb54a
A75,nominal,2111,-0.06392079379561666,False,False,1e9deed901a8faf11a640cc50a92654fe19628c9b3eee789e26bea024617f4cd,37beb0ad3c326a130375bea1da920a903960bd9500f2512113c49c89f716a317
A75,nominal,2112,0.16000925580043424,False,False,dc965b1478090754fdf028e83b672b2fdfb6e9ea5d3c204ab1e1c8af1d64b720,5363db1cba776b14c230546c14e4ea16c952c1a425fc2ddcbcd1cc9070febafe
A75,nominal,2113,0.017292619614078686,True,True,29c2031f1f1191500f3b4bbb788e2d006af67947eedaa9767030c742a9f58085,2a6465ec6d1ef556c7b7ce9b113a48f99c72aa9f04e0b41eca137c31ecf010e1
A75,nominal,2114,0.04505621084012712,False,False,44f0d77c08c0e46dee2b3aa1d62feee06841a87dbf97e7b70c579cb32a83844c,9a96ce0dcb8f02f544ee64e485eac77f9170ca99d1af08bd3c049902bdb28134
A75,nominal,2115,-0.037177940897296646,False,False,5acf8a1ef3f0cfa234a55ae5405d83a42d45e24d3780eff94c6d95b70facb8c2,bc1bacc54f523c6bdf68ba13581f37a2602d40ca2089742b96ba2aa18a8ab78b
A75,nominal,2116,0.034141800853790705,False,False,48617d24d92a92e3fbb0b600268af0000fbadea15fdcf6ef87527b4bb7ee0c08,cc118718a01d052561d46b69a63c4247d1c7e9d7c5bd3c98557ba897f15385ba
A75,nominal,2117,0.012997622091429073,True,True,c3847afcc2d2bda6d0d7d8a7588eb82d84438a40c8da2e298a367b0d8ce09654,db359e7036dddabc6fc2c6ed487a8c222f5250e1d48a4322baf7e2fdc261daf9
A75,nominal,2118,0.017526650672401,True,True,76e9657652c46a06f5420aa3bf65cb386e2a1a4b2762621d59121e54289a5969,755fd7f3bb68cecdc75e9df19beccaa10fcab1685129ee040c5a33aa64a223a2
A75,nominal,2119,-0.04437552379963794,False,False,b1b41206232de026017281f892874f545d06b6efc94038b5a3cb050289ba1482,64f592cff6944aa65da532cba6b0c9bf22f625af6ed55d94ada2e332b593c4d8
A75,nominal,2120,0.07435655754647585,False,False,4ad087b240722fa3aa103dc73078619b37acf2a5be8d9ff65784853f20b63670,9f7dbe715718bbaa6411947037be733d3fbbf9bc44def3ff153d9711a4535784
A75,nominal,2121,0.033918595518850125,False,False,7115f3d5c369d48c4929f6c6c4edb735d62474d6d5a5201767b35e43e4ff6ee9,e74c999740f1ebc6666f34c9a6ce3254193e85422ffa33dbda8b767768f1b301
A75,nominal,2122,0.12249108556649202,False,False,d5bba91149b2f5a205693ffabfe2af1bb37884d575e1dba5fe5aef5c5d40d930,04a14fe526bc9350a3f3f065619c41fb2bfe83e98ca0757fcec52e8d0e16882c
A75,nominal,2123,0.07221052268051664,False,False,192aff05ad8e6864b522c4c58e168bbba8daab954fe30c196f9a716793fa4313,fdc02ca40c3dd2fdba0321acdd8a624c8cd4245766ea2da6107a8a2f536cda14
A75,nominal,2124,0.0050666795715333945,True,True,a39d6e38aa82814fb1ef191257862514f9b4538c2a362a2129207e9b68de08dd,d61e35cd8f1cfee59b5265d21adb72542a1c369a455f4dbab10a9f3a030ef02e
A75,nominal,2125,-0.010171345349170302,True,True,a7109526d38e2a609b83cd565e78124d1044329f3dc4b422cfc8908518e9b5e8,5bdcb990c56d8affca53a12de801f465a778540c509ff2a75d4714675705ae8e
