case,relative_time_s,output_v,supply_v,supply_a,capacitor_a,load_a,nmos_drain_a,passive_output_v,passive_supply_a
R75-input_first-fast-8p,1.9871123329921582e-10,4.0170488534738627e-05,0.019871123329922892,2.974408668244933e-06,2.9000468932297686e-06,4.017048853473863e-10,7.396007012984423e-08,4.046584758839775e-05,2.974364367875885e-06
R75-input_first-fast-8p,2.0176674307934526e-10,4.117638860705675e-05,0.02017667430794083,3.0200868324238246e-06,2.9439181124198513e-06,4.117638860705675e-10,7.575695611792094e-08,4.1610435020981555e-05,3.020021730589015e-06
R75-input_first-fast-8p,2.0486923631310884e-10,4.219775603594092e-05,0.020486923631307545,3.0664673729839097e-06,2.98846392326061e-06,4.2197756035940927e-10,7.758147216294961e-08,4.279045992153143e-05,3.0663784744025304e-06
R75-input_first-fast-8p,2.080194354478482e-10,4.323482865732513e-05,0.020801943544776002,3.1135610901121453e-06,3.033694698703274e-06,4.323482865732514e-10,7.943404312229829e-08,4.4007018838883064e-05,3.113445270706596e-06
R75-input_first-fast-8p,2.1121807403971204e-10,4.4581898591048974e-05,0.02112180740398289,3.1613348459459234e-06,3.0791587243065843e-06,4.4581898591048974e-10,8.173030265340157e-08,4.526124222489429e-05,3.161232952425759e-06
R75-input_first-fast-8p,2.1446589692447387e-10,4.597592842856747e-05,0.021446589692431614,3.2098392646349887e-06,3.125280574114279e-06,4.597592842856747e-10,8.409893123636697e-08,4.6554295481367986e-05,3.20975251640917e-06
R75-input_first-fast-8p,2.177636603909712e-10,4.739139375204339e-05,0.02177636603911058,3.2590895179953787e-06,3.172111622704723e-06,4.739139375204339e-10,8.650398135304854e-08,4.788738003925648e-05,3.259015125911256e-06
R75-input_first-fast-8p,2.2111213235722034e-10,4.882862416669097e-05,0.022111213235730325,3.309097074439665e-06,3.2196627751545336e-06,4.882862416669096e-10,8.894601304334678e-08,4.9261734471153176e-05,3.309032113010217e-06
R75-input_first-fast-8p,2.2451209254923144e-10,5.028795434652394e-05,0.022451209254934722,3.3598735787462084e-06,3.2679451042429166e-06,5.028795434652394e-10,9.142559495967758e-08,5.067863563803346e-05,3.3598149811674995e-06
R75-input_first-fast-8p,2.279643326825728e-10,5.1769724111430985e-05,0.022796433268258077,3.411430854740952e-06,3.316969853001725e-06,5.176972411143099e-10,9.394330449793284e-08,5.213939987135733e-05,3.4113754077438486e-06
R75-input_first-fast-8p,2.3146965664673562e-10,5.327427850679607e-05,0.023146965664675147,3.463780908067765e-06,3.3667484373497197e-06,5.327427850679607e-10,9.649972793276531e-08,5.364538419158528e-05,3.4637252465988234e-06
R75-input_first-fast-8p,2.350288806923241e-10,5.480196788348238e-05,0.023502888069235874,3.5169359289714312e-06,3.4172924487388605e-06,5.480196788348237e-10,9.909546055349106e-08,5.519798756424905e-05,3.5168765306973956e-06
R75-input_first-fast-8p,2.3864283362112965e-10,5.6353147979634054e-05,0.023864283362123616,3.5709082951438932e-06,3.468613656860738e-06,5.635314797963405e-10,1.0173110680308084e-07,5.679865219468943e-05,3.5708414747742615e-06
R75-input_first-fast-8p,2.4231235697912217e-10,5.792818000338686e-05,0.024231235697925162,3.625710574602118e-06,3.520724012383077e-06,5.792818000338685e-10,1.0440728041869561e-07,5.8448864862740675e-05,3.6256324780239316e-06
R75-input_first-fast-8p,2.460383052524181e-10,5.952743071703307e-05,0.024603830525239522,3.681355528616564e-06,3.5736356497343547e-06,5.952743071703307e-10,1.0712460457469308e-07,6.015015829843762e-05,3.681262126835474e-06
R75-input_first-fast-8p,2.4982154606625285e-10,6.115127252264064e-05,0.024982154606625576,3.7378561146902477e-06,3.627360889936536e-06,6.115127252264064e-10,1.0988371202810526e-07,6.190411260018721e-05,3.7377431975717224e-06
R75-input_first-fast-8p,2.536629603870179e-10,6.280008354839946e-05,0.025366296038719087,3.7952254895631098e-06,3.681912243461859e-06,6.280008354839946e-10,1.1268524526535137e-07,6.371235669655083e-05,3.795088659367336e-06
R75-input_first-fast-8p,2.575634427273988e-10,6.447424773660374e-05,0.02575634427273091,3.853477012273306e-06,3.7373024131437575e-06,6.447424773660374e-10,1.1552985665173074e-07,6.557656985303811e-05,3.853311676977289e-06
R75-input_first-fast-8p,2.61523901354678e-10,6.61741549338156e-05,0.026152390135453413,3.9126242472943965e-06,3.793544297159949e-06,6.617415493381559e-10,1.1841820858462199e-07,6.749848322535652e-05,3.912425613694616e-06
R75-input_first-fast-8p,2.655452585022307e-10,6.804338397611672e-05,0.02655452585022453,3.97265949190831e-06,3.850429341463284e-06,6.804338397611671e-10,1.21549716604759e-07,6.94798814604157e-05,3.9724440342546415e-06
R75-input_first-fast-8p,2.696284505842736e-10,7.020017611077702e-05,0.0269628450584424,4.033579056428268e-06,3.90778842597148e-06,7.020017611077702e-10,1.2508862869518823e-07,7.152260434665674e-05,4.033380707814392e-06
R75-input_first-fast-8p,2.7377442841392467e-10,7.239013244710172e-05,0.027377442841376474,4.095435358749974e-06,3.9660295000860675e-06,7.239013244710173e-10,1.286819573389577e-07,7.362854851515588e-05,4.095249610968858e-06
R75-input_first-fast-8p,2.7798415742460545e-10,7.461376293926348e-05,0.027798415742444474,4.158242802758542e-06,4.025166125848567e-06,7.461376293926348e-10,1.3233053928011805e-07,7.579966919309196e-05,4.158064930829274e-06
R75-input_first-fast-8p,2.822586178948544e-10,7.687158538235109e-05,0.02822586178948937,4.22201601380929e-06,4.0852120738267486e-06,7.687158538235109e-10,1.3603522412826808e-07,7.803798201120162e-05,4.221841068093308e-06
R75-input_first-fast-8p,2.865988051765903e-10,7.91641255331711e-05,0.028659880517649252,4.286769842139841e-06,4.146181326327305e-06,7.91641255331711e-10,1.3979687455676853e-07,8.034556486680211e-05,4.286592640195837e-06
R75-input_first-fast-8p,2.9100572992689684e-10,8.149191723351012e-05,0.0291005729926931,4.352519366351715e-06,4.208088080673965e-06,8.149191723351011e-10,1.4361636650499372e-07,8.272455984420899e-05,4.3523344845210015e-06
R75-input_first-fast-8p,2.954804183433599e-10,8.385550253317342e-05,0.029548041834314184,4.4192798968856146e-06,4.270946752479661e-06,8.385550253317343e-10,1.474945893802161e-07,8.517717519410914e-05,4.419081661599055e-06
R75-input_first-fast-8p,3.0002391240303083e-10,8.62554318177215e-05,0.030002391240312874,4.487066979629401e-06,4.334771979043634e-06,8.62554318177215e-10,1.5143244626719885e-07,8.770568737399804e-05,4.4868494584274565e-06
R75-input_first-fast-8p,3.0463727010505626e-10,8.869226393486418e-05,0.03046372701052528,4.555896399488149e-06,4.399578622712838e-06,8.869226393486418e-10,1.5543085413558656e-07,9.031244315120222e-05,4.555653391744461e-06
R75-input_first-fast-8p,3.093215657170515e-10,9.116656632577648e-05,0.030932156571683717,4.625784184093229e-06,4.46538177437424e-06,9.116656632577648e-10,1.5949074405537087e-07,9.299986177069314e-05,4.625509211432741e-06
R75-input_first-fast-8p,3.1407789002525116e-10,9.367891515775655e-05,0.03140778900253119,4.6967466075492835e-06,4.532196756982804e-06,9.367891515775655e-10,1.636130614145587e-07,9.577043718951903e-05,4.696432903951133e-06
R75-input_first-fast-8p,3.189073505885061e-10,9.622989545643635e-05,0.03189073505885125,4.768800194168582e-06,4.600039129077583e-06,9.622989545643635e-10,1.6779876613610645e-07,9.862674037992444e-05,4.768440695743374e-06
R75-input_first-fast-8p,3.238110719961973e-10,9.915499580882455e-05,0.03238110719959894,4.84191149214092e-06,4.668412204213798e-06,9.915499580882456e-10,1.725077379686882e-07,0.00010157142170332425,4.841549056801365e-06
R75-input_first-fast-8p,3.2879019613010304e-10,0.00010227672779468238,0.03287901961298942,4.916124249516107e-06,4.73760455403116e-06,1.0227672779468238e-09,1.7749692820661957e-07,0.00010460721335717212,4.915774704211163e-06
R75-input_first-fast-8p,3.3384588243030057e-10,0.0001054464615087606,0.033384588243010084,4.991478149252697e-06,4.807860849243551e-06,1.054464615087606e-09,1.8256283539364393e-07,0.00010773693189713269,4.9911346057511814e-06
R75-input_first-fast-8p,3.389793081651479e-10,0.00010866493505621433,0.03389793081652564,5.067990738282664e-06,4.879197449753204e-06,1.0866493505621432e-09,1.8770663917844707e-07,0.00011096348083667038,5.067645983567727e-06
R75-input_first-fast-8p,3.441916687054311e-10,0.00011193289789120006,0.034419166870552555,5.145679833337145e-06,4.951630967009919e-06,1.1193289789120006e-09,1.9292953734782755e-07,0.00011428985332657031,5.14532631786395e-06
R75-input_first-fast-8p,3.494841778027131e-10,0.0001152511109923907,0.034948417780253475,5.224563525118955e-06,5.025178267901301e-06,1.152511109923907e-09,1.9823274610720703e-07,0.00011771913491678096,5.224193350684431e-06
R75-input_first-fast-8p,3.5485806787197116e-10,0.00011862034704008384,0.035485806787185825,5.304660182512968e-06,5.09985647867832e-06,1.1862034704008383e-09,2.0361750036368683e-07,0.00012125450640307928,5.304265089725169e-06
R75-input_first-fast-8p,3.6031459027857147e-10,0.00012204139059516868,0.03603145902784676,5.385988456840686e-06,5.175682988922062e-06,1.2204139059516869e-09,2.090850540120751e-07,0.0001248992467611464,5.385559812174913e-06
R75-input_first-fast-8p,3.6585501562967086e-10,0.0001255150382828726,0.036585501562980544,5.468567286228441e-06,5.252675455616423e-06,1.2551503828287259e-09,2.1463668022855275e-07,0.00012865673617083617,5.468096068657319e-06
R75-input_first-fast-8p,3.714806340700868e-10,0.0001290420989773041,0.03714806340701294,5.552415899994519e-06,5.330851807238459e-06,1.290420989773041e-09,2.2027367176561246e-07,0.0001325304591332196,5.551892687178237e-06
R75-input_first-fast-8p,3.77192755582716e-10,0.0001326240346752778,0.037719275558290265,5.637553727061167e-06,5.410229275929649e-06,1.326240346752778e-09,2.2599821078405145e-07,0.00013652400768335212,5.636968777179338e-06
R75-input_first-fast-8p,3.829927102935863e-10,0.00013683200204119646,0.03829927102936084,5.723915050986658e-06,5.489961065681382e-06,1.3683200204119647e-09,2.3258566528421094e-07,0.00014064108470172518,5.723343733583296e-06
R75-input_first-fast-8p,3.888818487815846e-10,0.00014110467377852995,0.03888818487814582,5.811604321327422e-06,5.570918861931988e-06,1.4110467377852996e-09,2.39274412657055e-07,0.00014488550732724673,5.811037240957133e-06
R75-input_first-fast-8p,3.9486154239295545e-10,0.00014544304482274603,0.039486154239279335,5.900641957430078e-06,5.653121516535257e-06,1.4544304482274604e-09,2.4606601044606106e-07,0.0001492612104750374,5.900069277685246e-06
R75-input_first-fast-8p,4.009331835606272e-10,0.00014984812540790474,0.040093318356041734,5.991048692618655e-06,5.7365881712198845e-06,1.4984812540790474e-09,2.5296204014422245e-07,0.0001537722504621919,5.990460120215196e-06
R75-input_first-fast-8p,4.070981861284635e-10,0.00015432094130233344,0.04070981861284323,6.082845579031416e-06,5.821338262054997e-06,1.5432094130233341e-09,2.599641075629907e-07,0.00015842280874468116,6.082230347369374e-06
R75-input_first-fast-8p,4.1335798568048703e-10,0.00015886253404675987,0.04133579856804644,6.176053992508132e-06,5.907391523962257e-06,1.5886253404675986e-09,2.670738432050665e-07,0.00016321719576891785,6.175400844690312e-06
R75-input_first-fast-8p,4.197140398751644e-10,0.00016347396119766885,0.04197140398750892,6.270695637584558e-06,5.994767995326939e-06,1.6347396119766885e-09,2.7429290264536737e-07,0.00016815985494153402,6.269992808876241e-06
R75-input_first-fast-8p,4.2616782878484706e-10,0.00016815629657311712,0.04261678287846443,6.366792552537366e-06,6.083488022655582e-06,1.6815629657311712e-09,2.8162296691584417e-07,0.0001732553667207482,6.3660277522492305e-06
R75-input_first-fast-8p,4.327208552404149e-10,0.0001729106305031571,0.043272085524039584,6.4643671145236606e-06,6.173572265320976e-06,1.729106305031571e-09,2.8906574289751235e-07,0.0001785084528332824,6.463527507299783e-06
R75-input_first-fast-8p,4.3937464518122883e-10,0.00017821614707164986,0.043937464518109204,6.563370338870016e-06,6.264321330166914e-06,1.7821614707164986e-09,2.972668472323432e-07,0.0001839239806204683,6.562514231262868e-06
R75-input_first-fast-8p,4.461307480104546e-10,0.0001837814702319843,0.04461307480104115,6.663869167766379e-06,6.3561972583580275e-06,1.837814702319843e-09,3.058340947061012e-07,0.000189506967517605,6.663010410807368e-06
R75-input_first-fast-8p,4.5299073695586775e-10,0.00018943236932592166,0.04529907369556814,6.7659133303048384e-06,6.449485929008846e-06,1.8943236932592168e-09,3.1453307760291587e-07,0.0001952625856706094,6.765038866723987e-06
R75-input_first-fast-8p,4.599562094361887e-10,0.00019517016022380971,0.0459956209436337,6.8695265885249245e-06,6.5442090653519855e-06,1.951701602238097e-09,3.23365821571e-07,0.00020119616669400265,6.868622758738066e-06
R75-input_first-fast-8p,4.670287874330617e-10,0.00020099617902840115,0.04670287874332279,6.974733069823747e-06,6.640388724629589e-06,2.0099617902840115e-09,3.323343834042904e-07,0.00020731320657476325,6.97378559031322e-06
R75-input_first-fast-8p,4.742101178687425e-10,0.00020691178238813952,0.047421011786893584,7.081557272613324e-06,6.7380473032652576e-06,2.0691178238813955e-09,3.414408515247198e-07,0.00021361937072634653,7.080551213597615e-06
R75-input_first-fast-8p,4.815018729896121e-10,0.00021291834781184046,0.048150187298978665,7.19002407200311e-06,6.837207542059011e-06,2.1291834781184045e-09,3.5068734646663636e-07,0.00022012049919739718,7.188943834372446e-06
R75-input_first-fast-8p,4.889057507555713e-10,0.00021901727398965264,0.048890575075548524,7.300158725595924e-06,6.937892531485915e-06,2.1901727398965266e-09,3.6007602137089084e-07,0.00022682261204003533,7.298988017090824e-06
R75-input_first-fast-8p,4.964234752354216e-10,0.00022562918069613688,0.04964234752355272,7.411924004400089e-06,7.039497444315454e-06,2.2562918069613693e-09,3.701702682784253e-07,0.00023373191484239364,7.410708689993673e-06
R75-input_first-fast-8p,5.040567970083445e-10,0.0002326634914650572,0.05040567970081512,7.525359750421252e-06,7.142183998738327e-06,2.326634914650572e-09,3.8084911676888065e-07,0.00024085480443053768,7.524131150238311e-06
R75-input_first-fast-8p,5.118074935715336e-10,0.00023980596625214763,0.051180749357157364,7.640539756327546e-06,7.24644952666739e-06,2.3980596625214765e-09,3.9169216999809467e-07,0.00024819787474477165,7.639281069185119e-06
R75-input_first-fast-8p,5.196773697541073e-10,0.00024705826825496824,0.05196773697539522,7.757490842949355e-06,7.352318307386336e-06,2.4705826825496824e-09,4.0270195288077986e-07,0.00025576792289583544,7.756184497638145e-06
R75-input_first-fast-8p,5.276682581373734e-10,0.0002544220862470252,0.05276682581373264,7.876240243556411e-06,7.459814993535385e-06,2.5442208624702527e-09,4.138810291587158e-07,0.00026357195540619815,7.874867871267596e-06
R75-input_first-fast-8p,5.357820194815768e-10,0.0002618991349684434,0.05357820194815572,7.996815610157799e-06,7.568964616814288e-06,2.6189913496844338e-09,4.2523200199383165e-07,0.00027161719464237094,7.995358016003657e-06
R75-input_first-fast-8p,5.440205431591885e-10,0.00026949115552678515,0.054402054315927845,8.11924501996559e-06,7.679792593833476e-06,2.6949115552678516e-09,4.3675751457669384e-07,0.0002799110854437355,8.11768215356601e-06
R75-input_first-fast-8p,5.523857475948695e-10,0.0002774148399609793,0.055238574759466,8.243524745830036e-06,7.792004119746673e-06,2.774148399609793e-09,4.4874647768350283e-07,0.00028846130195407226,8.241867907020098e-06
R75-input_first-fast-8p,5.608795807121864e-10,0.00028606844532269154,0.05608795807123355,8.369624270466367e-06,7.905033978219987e-06,2.8606844532269154e-09,4.6172960779296567e-07,0.00029727575466187623,8.367943306454563e-06
R75-input_first-fast-8p,5.695040203872194e-10,0.0002948551140007771,0.05695040203871762,8.497662781252383e-06,8.01980185537904e-06,2.9485511400077708e-09,4.7491237473321294e-07,0.00030636259765579965,8.495936794639087e-06
R75-input_first-fast-8p,5.782610749091242e-10,0.0003037768920620706,0.05782610749093125,8.627670093281846e-06,8.136334476113066e-06,3.0377689206207057e-09,4.882978482481047e-07,0.0003157302361016196,8.625877232877704e-06
R75-input_first-fast-8p,5.871527834477753e-10,0.00031283585703326225,0.05871527834478846,8.759676480078575e-06,8.254658976227074e-06,3.1283585703326223e-09,5.018891452811804e-07,0.0003253873339477285,8.757793906808788e-06
R75-input_first-fast-8p,5.961812165286215e-10,0.00032203411838761066,0.05961812165287687,8.893712680688787e-06,8.37480290879911e-06,3.2203411838761063e-09,5.156894307058812e-07,0.0003353428218657302,8.891716532379373e-06
R75-input_first-fast-8p,6.053484765148206e-10,0.0003313738180342444,0.060534847651484494,9.029809906811148e-06,8.496794250571297e-06,3.3137381803424436e-09,5.29701918059656e-07,0.00034560590543361466,9.027675261821243e-06
R75-input_first-fast-8p,6.146566980967999e-10,0.0003414554267450363,0.0614656698096853,9.167910112762521e-06,8.6197724125944e-06,3.4145542674503627e-09,5.447231459008433e-07,0.0003561860735685302,9.165700689748354e-06
R75-input_first-fast-8p,6.241080487893313e-10,0.00035199888111918907,0.06241080487893296,9.308087814902336e-06,8.744185660426328e-06,3.51998881119189e-09,5.603821656649909e-07,0.00036709310721692585,9.3058238592919e-06
R75-input_first-fast-8p,6.337047294362745e-10,0.0003627044583257421,0.06337047294362877,9.450420978175076e-06,8.870511965156956e-06,3.6270445832574208e-09,5.762819684350383e-07,0.0003783370883098205,9.448076268341716e-06
R75-input_first-fast-8p,6.434489747230579e-10,0.0003735746512681531,0.06434489747232472,9.594942746317696e-06,8.99878074316205e-06,3.735746512681531e-09,5.924262566431417e-07,0.0003899284089911075,9.592489875842001e-06
R75-input_first-fast-8p,6.53343053697041e-10,0.00038461199118147477,0.06533430536968905,9.741686772694705e-06,9.12902186313196e-06,3.8461199118147476e-09,6.088187896511111e-07,0.00040187778112729916,9.739097108159185e-06
R75-input_first-fast-8p,6.633892702959004e-10,0.0003958190482243388,0.0663389270295728,9.890687228168744e-06,9.261265653057064e-06,3.958190482243388e-09,6.254633846296177e-07,0.0004141962461071349,9.887930865571454e-06
R75-input_first-fast-8p,6.735899638841148e-10,0.000407820289010364,0.06735899638841522,1.0041885537826892e-05,9.394622424773084e-06,4.0782028901036404e-09,6.431849101638707e-07,0.000426895184939797,1.0039024528764335e-05
R75-input_first-fast-8p,6.839475097977161e-10,0.00042037090482470717,0.06839475097975045,1.0195354047308708e-05,9.529489738126263e-06,4.203709048247072e-09,6.616606001343377e-07,0.0004399863286607962,1.0192411965445268e-05
R75-input_first-fast-8p,6.944643198973984e-10,0.00043311450685738865,0.06944643198973041,1.0351182385799475e-05,9.666430856714698e-06,4.3311450685738865e-09,6.804203840163175e-07,0.0004534817690548438,1.0348127537063106e-05
R75-input_first-fast-8p,7.051428431301623e-10,0.00044605406258641254,0.07051428431302902,1.0509406839520762e-05,9.805477668677727e-06,4.4605406258641256e-09,6.994686302172579e-07,0.00046739396970517036,1.05062061055358e-05
R75-input_first-fast-8p,7.159855660995658e-10,0.0004591925851195893,0.07159855660997459,1.0670064252653871e-05,9.946662552486754e-06,4.591925851195893e-09,7.188097743159845e-07,0.0004817357773793046,1.0666683040111868e-05
R75-input_first-fast-8p,7.269950136447608e-10,0.000472626197582925,0.07269950136448684,1.0833178077470816e-05,1.0089881106319136e-05,4.72626197582925e-09,7.385707091758899e-07,0.0004965204337612386,1.0829594224300558e-05
R75-input_first-fast-8p,7.381737494284164e-10,0.0004872406802891051,0.07381737494281869,1.0998653909297731e-05,1.0233864680579227e-05,4.872406802891051e-09,7.599168219156936e-07,0.0005117615875405934,1.09949760628692e-05
R75-input_first-fast-8p,7.495243765337117e-10,0.0005020798845382491,0.07495243765335668,1.116667420232789e-05,1.0380062237476929e-05,5.02079884538249e-09,7.815911660057003e-07,0.0005274733068695751,1.1162865488944182e-05
R75-input_first-fast-8p,7.610495380704782e-10,0.0005171472657907697,0.07610495380705692,1.1337278081804223e-05,1.0528507820607967e-05,5.171472657907697e-09,8.035987885385115e-07,0.0005436700921985459,1.1333299971150407e-05
R75-input_first-fast-8p,7.727519177906815e-10,0.0005324463326401463,0.0772751917790666,1.151050527458099e-05,1.0679235997041183e-05,5.3244633264014634e-09,8.259448142136102e-07,0.0005603668895019049,1.1506317520870107e-05
R75-input_first-fast-8p,7.846342407133477e-10,0.0005479806476312678,0.07846342407131979,1.1686396118389654e-05,1.0832281865380944e-05,5.479806476312679e-09,8.486344465326439e-07,0.0005775791039058783,1.1681956699587441e-05
R75-input_first-fast-8p,7.966992737591312e-10,0.0005648420168303757,0.0796699273758955,1.1864828355760863e-05,1.098608170367219e-05,5.648420168303758e-09,8.730982319205159e-07,0.0005953226137302202,1.1860256626285369e-05
R75-input_first-fast-8p,8.089498263946104e-10,0.0005820219973289943,0.08089498263947689,1.2045995379902136e-05,1.114215925070501e-05,5.820219973289943e-09,8.980159092238738e-07,0.0006136137849564659,1.2041256984943708e-05
R75-input_first-fast-8p,8.213887512864918e-10,0.0005994661480883866,0.0821388751286575,1.2229948142945434e-05,1.1300636744949868e-05,5.994661480883866e-09,9.233167365146042e-07,0.0006324694861354336,1.2224998032098351e-05
R75-input_first-fast-8p,8.340189449659016e-10,0.0006171785311585525,0.08340189449660274,1.2416729480184452e-05,1.1461551089521996e-05,6.171785311585524e-09,9.490066053506803e-07,0.0006519071037471117,1.2411520604535894e-05
R75-input_first-fast-8p,8.468433485028601e-10,0.000635363415827151,0.08468433485030431,1.2606352866213567e-05,1.1624646611741773e-05,6.353634158271509e-09,9.753526203132477e-07,0.0006719445580267041,1.2600866127007293e-05
R75-input_first-fast-8p,8.598649481911463e-10,0.0006548546653749606,0.08598649481910518,1.279873802226469e-05,1.1788746169422495e-05,6.5485466537496054e-09,1.0034433061882463e-06,0.0006926003192705611,1.2793076620060088e-05
R75-input_first-fast-8p,8.730867762436734e-10,0.0006746456247214784,0.08730867762436802,1.2994081414331062e-05,1.1955369025841965e-05,6.746456247214784e-09,1.0319659322417607e-06,0.0007138934246366796,1.2988194707967983e-05
R75-input_first-fast-8p,8.865119114985912e-10,0.000694740902393731,0.08865119114986365,1.3192428530116742e-05,1.2124553980834167e-05,6.9474090239373105e-09,1.060927140258594e-06,0.00073584349545418,1.3186263626692073e-05
R75-input_first-fast-8p,9.001434801362152e-10,0.000715145177782685,0.09001434801359949,1.3393825556776592e-05,1.2296340430846514e-05,7.1514517778268495e-09,1.090333674152286e-06,0.0007584707550576044,1.3387327231979294e-05
R75-input_first-fast-8p,9.139846564069784e-10,0.0007367517761682318,0.09139846564070662,1.3598186116091256e-05,1.2469471856347554e-05,7.3675177616823184e-09,1.1213467419820705e-06,0.0007817960471610564,1.3591430007538761e-05
R75-input_first-fast-8p,9.2803866337061e-10,0.0007591078162424285,0.09280386633704707,1.3805626476979138e-05,1.2644656714889444e-05,7.591078162424285e-09,1.153378683927309e-06,0.0008058408547889763,1.3798617073242565e-05
R75-input_first-fast-8p,9.423087736466432e-10,0.0007818076169485934,0.09423087736464202,1.4016256572243856e-05,1.282253532677422e-05,7.818076169485933e-09,1.1859031693001723e-06,0.0008306273197797344,1.4008934193513822e-05
R75-input_first-fast-8p,9.56798310176486e-10,0.0008048564641682258,0.09567983101765071,1.42301254492642e-05,1.3003149112861738e-05,8.048564641682258e-09,1.218927771760788e-06,0.000856178262879216,1.4222427785708806e-05
R75-input_first-fast-8p,9.71510646997186e-10,0.0008289069202815322,0.09715106469970451,1.4447185837950735e-05,1.3185599314891646e-05,8.289069202815322e-09,1.2532974538562132e-06,0.0008825172044424876,1.4439144928611138e-05
R75-input_first-fast-8p,9.864492100271336e-10,0.0008540639682653684,0.09864492100272336,1.4667473376838112e-05,1.3369783947608235e-05,8.540639682653685e-09,1.289148789547027e-06,0.0009096683857610609,1.465913337105449e-05
R75-input_first-fast-8p,1.0016174778638063e-09,0.0008796078469518184,0.10016174778636744,1.4891148196439012e-05,1.355680071988787e-05,8.796078469518183e-09,1.3255513980812929e-06,0.0009376567910346846,1.4882441540543881e-05
R75-input_first-fast-8p,1.0170189825938034e-09,0.0009055445044964403,0.1017018982593947,1.5118262381741696e-05,1.3746693180514472e-05,9.055445044964402e-09,1.3625137561817887e-06,0.0009665081700071394,1.5109118552063247e-05
R75-input_first-fast-8p,1.0326573106153126e-09,0.0009325949593433117,0.10326573106152659,1.5348761580218454e-05,1.3938470487906434e-05,9.325949593433118e-09,1.4009651427181687e-06,0.0009962490612852666,1.533921421685675e-05
R75-input_first-fast-8p,1.0485361034732646e-09,0.0009608081338947291,0.10485361034730432,1.558269307296637e-05,1.413211559433413e-05,9.608081338947291e-09,1.4409693972931332e-06,0.001026906816362171,1.557277905140305e-05
R75-input_first-fast-8p,1.0646590587072861e-09,0.000989455132087644,0.10646590587070746,1.582022164451376e-05,1.4328738310568741e-05,9.894551320876438e-09,1.481588782624244e-06,0.001058509624365085,1.5809864286395162e-05
R75-input_first-fast-8p,1.0810299307127208e-09,0.0010185426246688645,0.10810299307125483,1.6061402605820255e-05,1.4528384422222713e-05,1.0185426246688646e-08,1.522832757351224e-06,0.0010910865375497127,1.605052187583078e-05
R75-input_first-fast-8p,1.0976525316148585e-09,0.001049188865545511,0.10976525316150297,1.6306125409389758e-05,1.4729497949811781e-05,1.0491888655455111e-08,1.5661355709228286e-06,0.0011246674975631625,1.6294804506196843e-05
R75-input_first-fast-8p,1.1145307321566563e-09,0.0010807337965532348,0.11145307321564589,1.6554547112706506e-05,1.4933087647468196e-05,1.0807337965532349e-08,1.6106521272728922e-06,0.001159283362498164,1.6542765605700658e-05
R75-input_first-fast-8p,1.1316684626000661e-09,0.0011127637824009523,0.11316684626002042,1.6806788705485804e-05,1.5139807869271167e-05,1.1127637824009522e-08,1.6558531983905474e-06,0.0011949659347624438,1.6794459353664537e-05
R75-input_first-fast-8p,1.1490697136412232e-09,0.0011455156031644734,0.11490697136411997,1.706287452922321e-05,1.5349377639018985e-05,1.1455156031644735e-08,1.7020417341723333e-06,0.0012317479897868983,1.7049940689870927e-05
R75-input_first-fast-8p,1.1667385373397482e-09,0.0011801574759021285,0.11667385373397987,1.732269014127852e-05,1.5560180124346557e-05,1.1801574759021286e-08,1.7507084421727553e-06,0.0012696633055979002,1.730926532413358e-05
R75-input_first-fast-8p,1.1846790480622924e-09,0.0012153320240159526,0.11846790480624045,1.758650084274295e-05,1.577422404220347e-05,1.2153320240159527e-08,1.8001234802991883e-06,0.0013087466932790392,1.757248974583703e-05
R75-input_first-fast-8p,1.202895423440619e-09,0.0012510474382598274,0.12028954234407345,1.7854368064641e-05,1.599155923490882e-05,1.2510474382598275e-08,1.8502983553495035e-06,0.0013490340283486438,1.7839671233618153e-05
R75-input_first-fast-8p,1.2213919053443888e-09,0.0012885503646646382,0.12213919053442142,1.812616844782492e-05,1.621046721737283e-05,1.2885503646646382e-08,1.9028157268054647e-06,0.001390562283080536,1.8110867865103185e-05
R75-input_first-fast-8p,1.2401728008689521e-09,0.0013270873009997518,0.12401728008688881,1.840207961008118e-05,1.643208790391386e-05,1.3270873009997518e-08,1.9567208331574667e-06,0.001433369559795239,1.838613852674694e-05
R75-input_first-fast-8p,1.259242483338285e-09,0.0013662168056756514,0.125924248333819,1.868223335711898e-05,1.665711637049649e-05,1.3662168056756514e-08,2.0114548185659954e-06,0.0014774951251508705,1.8665542923699967e-05
R75-input_first-fast-8p,1.278605393323348e-09,0.0014067781791052187,0.12786053933231922,1.896657040711139e-05,1.688442504388334e-05,1.4067781791052188e-08,2.0680775814373172e-06,0.001522979445462866,1.8949141589813524e-05
R75-input_first-fast-8p,1.2982660396761483e-09,0.0014489499759749278,0.1298266039675988,1.9255131606419862e-05,1.7113826494479142e-05,1.4489499759749278e-08,2.1268156121812663e-06,0.0015698642230831939,1.9236995897682633e-05
R75-input_first-fast-8p,1.3182290005796522e-09,0.0014917702331036986,0.13182290005795877,1.9548129905495195e-05,1.7346755367075533e-05,1.4917702331036986e-08,2.1864568360888998e-06,0.0016181924338699554,1.952916806877331e-05
